,A,IndicesInteractionProtein,KnownProteins,MaxNumInteractionProtein,N,NumInteractionProtein,ProteinLabel,ProteinLabelPairs
668,0,,1,,,5,['YBR135W'],
669,0,,-1,,,13,['YDR214W'],
670,0,,1,,,9,['YGL049C'],
671,0,,1,,,5,['YDL195W'],
672,0,,1,,,12,['YLR075W'],
673,0,,1,,,3,['YIL142W'],
674,0,,1,,,5,['YJL111W'],
675,0,,1,,,17,['YDR025W'],
676,0,,1,,,5,['YOL051W'],
677,0,,1,,,6,['YGR275W'],
678,0,,1,,,5,['YMR024W'],
679,0,,-1,,,3,['YIR003W'],
680,0,,-1,,,5,['YKL007W'],
681,0,,-1,,,7,['YER148W'],
682,0,,1,,,3,['YML109W'],
683,0,,1,,,4,['YOR299W'],
684,0,,1,,,3,['YDL084W'],
685,0,,-1,,,12,['YMR308C'],
686,0,,1,,,15,['YOR096W'],
687,0,,1,,,18,['YPR080W'],
688,0,,1,,,4,['YOR281C'],
689,0,,-1,,,7,['YKL211C'],
690,0,,1,,,3,['YOL115W'],
691,0,,1,,,8,['YLR129W'],
692,0,,-1,,,6,['YJR109C'],
693,0,,-1,,,13,['YBL039C'],
694,0,,1,,,4,['YJL011C'],
695,0,,1,,,12,['YIL069C'],
696,0,,1,,,3,['YNL107W'],
697,0,,-1,,,6,['YMR186W'],
698,0,,-1,,,3,['YMR089C'],
699,0,,-1,,,3,['YER017C'],
700,0,,-1,,,14,['YNL308C'],
701,0,,1,,,10,['YCL011C'],
702,0,,1,,,11,['YBL032W'],
703,0,,1,,,5,['YNL252C'],
704,0,,-1,,,3,['YDR381W'],
705,0,,1,,,5,['YGR161C'],
706,0,,1,,,5,['YDR116C'],
707,0,,-1,,,6,['YLR342W'],
708,0,,-1,,,11,['YOR204W'],
709,0,,1,,,3,['YDR188W'],
710,0,,-1,,,3,['YGR119C'],
711,0,,1,,,5,['YGL133W'],
712,0,,1,,,4,['YMR075W'],
713,0,,-1,,,3,['YGR281W'],
714,0,,1,,,9,['YMR142C'],
715,0,,-1,,,11,['YOR136W'],
716,0,,1,,,3,['YNL282W'],
717,0,,1,,,25,['YAL035W'],
718,0,,-1,,,7,['YBR049C'],
719,0,,1,,,3,['YBR136W'],
720,0,,-1,,,3,['YNL118C'],
721,0,,-1,,,3,['YEL015W'],
722,0,,-1,,,3,['YOL149W'],
723,0,,-1,,,10,['YBR084W'],
724,0,,1,,,12,['YLR340W'],
725,0,,-1,,,11,['YER086W'],
726,0,,1,,,3,['YOR210W'],
727,0,,-1,,,12,['YML056C'],
728,0,,1,,,4,['YMR188C'],
729,0,,-1,,,9,['YHR216W'],
730,0,,1,,,4,['YKL167C'],
731,0,,1,,,4,['YKR006C'],
732,0,,-1,,,12,['YOL127W'],
733,0,,1,,,7,['YLL011W'],
734,0,,-1,,,2,['YBR267W'],
735,0,,1,,,15,['YGL030W'],
736,0,,1,,,8,['YFR009W'],
737,0,,1,,,11,['YBR189W'],
738,0,,1,,,5,['YOR304W'],
739,0,,-1,,,3,['YGL044C'],
740,0,,1,,,20,['YJL130C'],
741,0,,1,,,16,['YJR123W'],
742,0,,-1,,,8,['YKL010C'],
743,0,,-1,,,14,['YML024W'],
744,0,,-1,,,9,['YGR081C'],
745,0,,-1,,,6,['YFR040W'],
746,0,,1,,,4,['YDR099W'],
747,0,,1,,,5,['YER177W'],
748,0,,1,,,4,['YDR364C'],
749,0,,1,,,3,['YOR144C'],
750,0,,1,,,3,['YLR079W'],
751,0,,1,,,6,['YGR145W'],
752,0,,-1,,,4,['YIL034C'],
753,0,,1,,,12,['YNL178W'],
754,0,,1,,,5,['YLR448W'],
755,0,,1,,,6,['YER012W'],
756,0,,1,,,4,['YOR014W'],
757,0,,-1,,,2,['YPL049C'],
758,0,,1,,,7,['YNL075W'],
759,0,,-1,,,5,['YPL226W'],
760,0,,1,,,3,['YNL212W'],
761,0,,-1,,,5,['YNL055C'],
762,0,,-1,,,10,['YLR259C'],
763,0,,1,,,12,['YAL038W'],
764,0,,1,,,3,['YGL252C'],
765,0,,-1,,,4,['YPL020C'],
766,0,,-1,,,3,['YEL056W'],
767,0,,-1,,,3,['YPL001W'],
768,0,,-1,,,3,['YLL022C'],
769,0,,1,,,3,['YDL018C'],
770,0,,1,,,4,['YDL043C'],
771,0,,-1,,,6,['YNL209W'],
772,0,,1,,,4,['YNL222W'],
773,0,,-1,,,4,['YNL085W'],
774,0,,1,,,10,['YBR031W'],
775,0,,1,,,2,['YER027C'],
776,0,,1,,,2,['YER129W'],
777,0,,1,,,2,['YDR422C'],
778,0,,1,,,2,['YGL208W'],
779,0,,-1,,,4,['YLR398C'],
780,0,,1,,,2,['YDR028C'],
781,0,,-1,,,13,['YBL087C'],
782,0,,1,,,4,['YPR101W'],
783,0,,-1,,,12,['YPL220W'],
784,0,,-1,,,7,['YPL061W'],
785,0,,-1,,,18,['YGR214W'],
786,0,,-1,,,11,['YPL129W'],
787,0,,1,,,8,['YJL190C'],
788,0,,-1,,,4,['YIL161W'],
789,0,,-1,,,4,['YNL023C'],
790,0,,-1,,,10,['YML063W'],
791,0,,-1,,,12,['YDR447C'],
792,0,,1,,,4,['YBR109C'],
793,0,,-1,,,7,['YLL040C'],
794,0,,-1,,,3,['YGR116W'],
795,0,,-1,,,7,['YMR012W'],
796,0,,-1,,,3,['YIL144W'],
797,0,,-1,,,3,['YER018C'],
798,0,,-1,,,3,['YNL126W'],
799,0,,-1,,,3,['YHR172W'],
800,0,,-1,,,3,['YPL120W'],
801,0,,-1,,,3,['YLR360W'],
802,0,,-1,,,3,['YKL088W'],
803,0,,-1,,,3,['YMR172W'],
804,0,,-1,,,3,['YBR025C'],
805,0,,1,,,3,['YOR267C'],
806,0,,1,,,4,['YCR071C'],
807,0,,1,,,3,['YDR264C'],
808,0,,1,,,5,['YKL196C'],
809,0,,1,,,3,['YJL002C'],
810,0,,1,,,3,['YEL002C'],
811,0,,-1,,,3,['YLR029C'],
812,0,,-1,,,4,['YPR175W'],
813,0,,-1,,,4,['YNL262W'],
814,0,,1,,,4,['YOR150W'],
815,0,,-1,,,7,['YPL249C'],
816,0,,-1,,,3,['YGL241W'],
817,0,,-1,,,6,['YDL075W'],
818,0,,-1,,,4,['YER151C'],
819,0,,-1,,,4,['YDL066W'],
820,0,,-1,,,5,['YLR048W'],
821,0,,-1,,,6,['YKR048C'],
822,0,,-1,,,2,['YNR051C'],
823,0,,1,,,2,['YDR074W'],
824,0,,1,,,3,['YBR126C'],
825,0,,1,,,4,['YMR109W'],
826,0,,1,,,3,['YBR122C'],
827,0,,-1,,,4,['YDR121W'],
828,0,,-1,,,2,['YDR450W'],
829,0,,1,,,4,['YMR193W'],
830,0,,1,,,3,['YNL113W'],
831,0,,1,,,4,['YMR227C'],
832,0,,-1,,,7,['YKL081W'],
833,0,,-1,,,3,['YER139C'],
834,0,,1,,,3,['YBL090W'],
835,0,,-1,,,11,['YLR367W'],
836,0,,1,,,7,['YOR145C'],
837,0,,-1,,,2,['YDL149W'],
838,0,,-1,,,3,['YKL139W'],
839,0,,-1,,,3,['YJL006C'],
840,0,,1,,,2,['YDR118W'],
841,0,,1,,,2,['YLR102C'],
842,0,,1,,,3,['YLR312W'],
843,0,,1,,,3,['YHR081W'],
844,0,,-1,,,3,['YDR502C'],
845,0,,1,,,2,['YDL143W'],
846,0,,-1,,,2,['YNL201C'],
847,0,,-1,,,2,['YBL046W'],
848,0,,-1,,,2,['YKL028W'],
849,0,,1,,,3,['YDR175C'],
850,0,,-1,,,7,['YHL011C'],
851,0,,1,,,2,['YDR469W'],
852,0,,-1,,,3,['YCL037C'],
853,0,,-1,,,3,['YLR441C'],
854,0,,-1,,,4,['YLR249W'],
855,0,,-1,,,2,['YJR132W'],
856,0,,-1,,,4,['YER036C'],
857,0,,1,,,2,['YMR199W'],
858,0,,1,,,2,['YPL256C'],
859,0,,1,,,2,['YDR001C'],
860,0,,1,,,3,['YNL177C'],
861,0,,1,,,2,['YNL253W'],
862,0,,-1,,,2,['YBL074C'],
863,0,,1,,,4,['YGR233C'],
864,0,,1,,,2,['YJL005W'],
865,0,,-1,,,2,['YOL069W'],
866,0,,-1,,,2,['YMR117C'],
867,0,,-1,,,2,['YAL047C'],
868,0,,-1,,,2,['YLR212C'],
869,0,,1,,,2,['YNL138W'],
870,0,,-1,,,2,['YBR097W'],
871,0,,-1,,,2,['YLR240W'],
872,0,,-1,,,4,['YPL106C'],
873,0,,1,,,3,['YJR033C'],
874,0,,-1,,,2,['YKL014C'],
875,0,,-1,,,3,['YLR221C'],
876,0,,-1,,,4,['YML117W'],
877,0,,-1,,,5,['YDR335W'],
878,0,,1,,,2,['YML077W'],
879,0,,1,,,2,['YDR246W'],
880,0,,-1,,,4,['YDR517W'],
881,0,,-1,,,4,['YER155C'],
882,0,,1,,,2,['YOR036W'],
883,0,,1,,,2,['YMR197C'],
884,0,,-1,,,2,['YDR075W'],
885,0,,1,,,2,['YDL155W'],
886,0,,1,,,2,['YMR149W'],
887,0,,1,,,2,['YGL022W'],
888,0,,-1,,,2,['YER071C'],
889,0,,-1,,,4,['YHL033C'],
890,0,,-1,,,2,['YKL119C'],
891,0,,1,,,6,['YOR181W'],
892,0,,-1,,,3,['YGL206C'],
893,0,,1,,,2,['YML100W'],
894,0,,-1,,,2,['YNL078W'],
895,0,,1,,,3,['YCR028C'],
896,0,,-1,,,4,['YKR059W'],
897,0,,-1,,,1,['YMR167W'],
898,0,,1,,,1,['YHR020W'],
899,0,,-1,,,2,['YGL016W'],
900,0,,1,,,2,['YMR239C'],
901,0,,1,,,5,['YDR087C'],
902,0,,1,,,1,['YDL082W'],
903,0,,-1,,,2,['YJR121W'],
904,0,,-1,,,3,['YDL171C'],
905,0,,1,,,3,['YFR024C'],
906,0,,-1,,,1,['YPR102C'],
907,0,,1,,,1,['YPL081W'],
908,0,,-1,,,3,['YER171W'],
909,0,,-1,,,3,['YIL128W'],
910,0,,-1,,,1,['YGR240C'],
911,0,,-1,,,2,['YOL098C'],
912,0,,-1,,,2,['YNL243W'],
913,0,,-1,,,2,['YMR304W'],
914,0,,-1,,,3,['YOR243C'],
915,0,,-1,,,3,['YDR225W'],
916,0,,-1,,,2,['YGL213C'],
917,0,,-1,,,1,['YKL152C'],
918,0,,-1,,,2,['YGR167W'],
919,0,,-1,,,1,['YKL039W'],
920,0,,-1,,,2,['YGR192C'],
921,0,,-1,,,3,['YGL103W'],
922,0,,-1,,,2,['YML112W'],
923,0,,1,,,3,['YPL042C'],
924,0,,-1,,,2,['YJL039C'],
925,0,,-1,,,4,['YPR112C'],
926,0,,-1,,,2,['YDR207C'],
927,0,,-1,,,1,['YDR434W'],
928,0,,-1,,,4,['YDR171W'],
929,0,,-1,,,4,['YDR170C'],
930,0,,-1,,,2,['YGL245W'],
931,0,,-1,,,3,['YDL015C'],
932,0,,-1,,,2,['YAL005C'],
933,0,,-1,,,1,['YPR093C'],
934,0,,1,,,2,['YHR110W'],
935,0,,1,,,3,['YKR060W'],
936,0,,1,,,2,['YHR039C'],
937,0,,-1,,,2,['YOL070C'],
938,0,,-1,,,1,['YKR022C'],
939,0,,-1,,,2,['YKL157W'],
940,0,,-1,,,2,['YBR158W'],
941,0,,1,,,1,['YDR202C'],
942,0,,1,,,2,['YJR050W'],
943,0,,1,,,2,['YNL076W'],
944,0,,1,,,1,['YDR299W'],
945,0,,-1,,,2,['YFL045C'],
946,0,,1,,,2,['YEL018W'],
947,0,,-1,,,2,['YHR128W'],
948,0,,-1,,,2,['YOR319W'],
949,0,,1,,,1,['YIL133C'],
950,0,,1,,,2,['YIR002C'],
951,0,,-1,,,2,['YOR098C'],
952,0,,1,,,1,['YBR282W'],
953,0,,-1,,,2,['YEL022W'],
954,0,,-1,,,4,['YEL054C'],
955,0,,1,,,1,['YMR261C'],
956,0,,1,,,3,['YBR105C'],
957,0,,-1,,,2,['YIR009W'],
958,0,,1,,,1,['YGR063C'],
959,0,,1,,,2,['YBL007C'],
960,0,,-1,,,2,['YKL182W'],
961,0,,1,,,2,['YGL171W'],
962,0,,-1,,,1,['YGL246C'],
963,0,,-1,,,1,['YJR041C'],
964,0,,-1,,,1,['YOL144W'],
965,0,,-1,,,2,['YGR180C'],
966,0,,-1,,,2,['YOR230W'],
967,0,,-1,,,2,['YJL026W'],
968,0,,1,,,2,['YOL001W'],
969,0,,1,,,2,['YPL031C'],
970,0,,1,,,2,['YDL229W'],
971,0,,-1,,,2,['YBR125C'],
972,0,,-1,,,2,['YDR186C'],
973,0,,-1,,,2,['YGR261C'],
974,0,,-1,,,2,['YBR288C'],
975,0,,-1,,,2,['YPL195W'],
976,0,,-1,,,2,['YKR079C'],
977,0,,-1,,,2,['YJL208C'],
978,0,,-1,,,2,['YMR099C'],
979,0,,1,,,2,['YNL153C'],
980,0,,1,,,2,['YGR078C'],
981,0,,1,,,2,['YLR200W'],
982,0,,-1,,,1,['YKR028W'],
983,0,,1,,,1,['YBR114W'],
984,0,,-1,,,1,['YPL128C'],
985,0,,-1,,,1,['YJR045C'],
986,0,,-1,,,1,['YDR069C'],
987,0,,-1,,,1,['YLR325C'],
988,0,,-1,,,1,['YLR035C'],
989,0,,-1,,,1,['YNL082W'],
